feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,cluster
3.2501920224263325,2.64352395343037,0.1606356866077969,-1.7600301423925326,0.3131117685738916,1.7640681093034782,-1.1725819888570033,-2.5672274612488697,2
1.2469997728617883,2.7267931026569467,3.2125676209297573,1.1367061035710018,1.2123681179019037,0.6443648040349044,-2.073446549497312,-2.5496342604685536,0
-1.1211713106519632,2.815460981196641,1.302866670383244,1.56539988626212,-0.5122951462609718,-0.0173382133631274,0.525041208533112,0.2642785043481435,1
0.7021813696175683,-0.0073317000016606,0.8068642307039865,-0.1379206142850738,3.2401391486368074,-0.7504425389540283,0.0572092405449894,0.1326962873871121,2
1.219522538987052,0.5296204945964982,0.5762259164827047,0.1952626033767827,1.013445759883764,-2.4517357557747235,4.268009878931107,3.943288638131652,0
0.2002334551702296,2.009128556852197,1.1419881489996129,1.2824047099933829,0.0513854106243214,-1.837874300371,3.9284726877338447,3.474924939573131,2
4.537229059006071,3.6704518191005375,0.4419744870787406,-2.076508122673583,0.0091406758226327,1.7741676114670435,-0.3880810593965071,-2.337570423819155,2
1.0512223681841537,1.8673334849986905,1.0680278669765646,0.193051851856473,0.0324998628878619,0.5663504347840895,-0.3705031250290511,-0.963685396233535,0
0.8975549501639732,1.00512009747889,-0.0621025801067267,-1.125639280067542,-0.9752409251002728,-1.837343162570093,1.9383146361761887,1.815008647348664,2
-0.4763873601299919,2.741814779508094,4.707342939494296,3.805551996291325,-1.375225117962206,0.7090157075464607,-1.8267586640250504,-1.99247424358979,1
-0.9852169012753418,0.8501881714743347,0.8109850063393982,1.2316255492287065,2.208419091154705,-0.0449654417673627,0.140077776052637,0.2149070086300943,1
2.228233723624366,-1.086383781154193,-0.3860553320517428,-2.1261765299346878,1.1116221515087088,-2.07202010943434,1.5663807635115372,1.609985826627886,2
1.433809446258817,0.3422775132645039,1.8891389036015769,1.528777598111964,0.9118317785133704,1.0467577059853372,-0.2326194390320802,-0.8328551733547128,0
0.8633458388620092,0.5792047442160576,0.654031426963091,0.1668197204376134,-1.0363648841320956,-1.406209938672895,2.257952622483043,2.031659211780488,2
2.422385621221,1.3622645243529865,1.03930722413891,-0.022310266601885,0.0619081040299967,1.5312442874770658,-0.6874059159403898,-1.7215195075244254,0
0.7607211085052192,0.490680900093275,-1.3384531637908483,-0.7950003901685738,-0.3791017483487472,-2.7321402054479105,5.785344123287811,5.368457660573751,2
0.2054787124926471,0.9750096418742658,1.4367374744142614,1.4598610040527311,-0.5536951531354725,0.9997051542915274,-0.5909586293473541,-0.9611090494536886,2
-0.1334628086727056,1.077165927853782,0.1007855369763818,-1.2947680255232723,0.6423725916415679,-0.4617820114176063,-1.713477242705233,-1.4203796798606898,1
0.3563755743385725,-0.4091939412417655,1.851083685257673,2.5061119024722265,-0.8155027018702209,1.583823021569131,-0.5929876551719491,-0.954354441931488,2
3.010634293383141,1.3789369395630595,-0.1264353633334163,-2.4893003790834176,-0.5776142178649032,0.7376509853042308,-1.4598470049625698,-2.2654777756367257,2
1.8490281700765436,2.6558763219623187,-0.264310129856955,-2.564300994041817,-0.0285519845356822,0.0256144161871155,-1.1528720469093965,-1.7519887789243591,0
1.121736520642396,0.9135241866336204,1.639670856269674,0.6714628660695338,1.6589403034315653,-0.594397666913183,0.7212770690418068,0.4210994968124137,0
2.725917016252519,1.773801115918713,0.5596382120584604,-0.9105270581241652,-1.6095209830809794,1.7970891185621722,-1.3220317763870515,-2.457263397710951,0
0.6311041006720114,0.5267728755220424,-0.2542739976030905,-2.335680638305568,-0.5469860834554389,-0.1265774489447126,-2.857109741911862,-2.5494060673039,2
0.6728899292377519,1.0239184145856823,2.279117917010206,1.902885284924404,1.861257373980529,-0.7959460331325471,1.686757560879223,1.366066049515667,2
0.5819661951626974,1.2878250344689084,-0.1680251891104585,0.1788430073403478,-1.1647993973691224,-0.059892645579199,1.967305620490162,1.3357932946285644,2
2.471740051399511,2.133013679332019,0.605073609116996,-0.6452297390962041,-1.2174801872358345,1.3761729657618735,-0.4623131900539338,-1.6193083801599948,2
1.5395299842987116,0.1076208808369736,-1.4375339985069036,-2.126244887269354,-0.5937615564013348,-2.297372364301117,3.56417288586862,3.28924177063242,0
2.511540617105786,1.002501041598482,-0.8720982934654669,-3.098507292163123,0.1834465762181352,-2.243609128702026,2.088214143549234,1.7161906795236568,2
-0.0294033553604375,1.5510946986048724,2.1187619331135177,2.464528429280453,0.6625625498799194,-0.3248499343725313,1.8402653180974275,1.4194448629192702,1
0.7527269580016119,0.4052464172228789,2.059235723370853,0.1887191047266037,0.7839676512169459,-0.5856682515361485,-1.6402792434427664,-1.386080593257698,2
0.8721177628732404,0.9900418526788134,5.77365743551273,4.227712247061829,0.2046684378900604,0.0238537950893273,-1.2929016956915644,-1.3523826830472925,2
0.90320816488746,1.1930860004690689,0.6414939892189605,-0.4321946959929789,-1.974670894587108,0.8719307179670532,-1.6493465022848324,-1.9886789334224169,2
1.1658017982423992,1.2056496034128474,0.5567625052757277,-0.8608844985637568,1.3573404667461746,0.6842335959592412,-1.7470795549124518,-2.071754553211589,0
0.5897262561936814,3.068873732270444,2.0845732364965635,2.772683312262256,1.5873276541102177,1.1306725129085586,1.8850954318253732,0.6691759884841662,2
-0.3319813429739779,0.5481327278519097,1.0142421006216191,0.7961002089239355,0.5314896881466579,0.7261026756779492,-1.5016190087971573,-1.465237466849121,1
-0.3721998899970125,0.7942707202387731,2.156054740711399,1.0156777395786731,0.9533975332379796,-0.5450010571445494,-1.419646300834421,-1.0384512968036708,1
-2.207688042873781,-1.6027423906574958,1.4500475965489803,2.271199659016371,1.223931818468504,0.3735834198083106,-2.1126196043646472,-1.1507756573444383,1
2.079416190402524,0.4443954770473277,1.5378679898437797,-0.0421272946443893,-1.705635950162387,-0.0814644304482916,-0.2543660269873975,-0.6706598560701102,2
1.5730588698390533,0.2324428287277772,3.922312538538695,2.21850295895489,-0.3906365307513519,-1.0664769066034516,0.2818709243263411,0.2275146604878348,0
0.880307206647995,2.5281938618053648,1.0422457979543678,0.2618710442076759,0.4079569097506479,0.3787962487613886,0.1566996832469631,-0.5343719608095426,2
-1.8636486405882997,0.8241528660926862,3.088840883146442,5.611832921999948,0.6141129671981066,0.9771459022850282,1.8426410221772875,1.537218030895015,1
0.3646163386424507,0.4924718666904907,2.3412139771597,1.754053529613037,0.0384984856952722,-0.7248212584127314,0.6037856192053263,0.5899361677629751,2
3.2135345965937114,3.1141189822390998,1.791644686832973,1.4965571420268833,-0.6564299636141254,2.239282413679337,1.5194626540932052,-0.5175086338411679,2
-0.2260288391818887,0.8423668814987612,0.5144664364363885,-0.263630392093737,-1.838776717978996,0.0074221174525179,-1.3640989814085254,-1.2099799994903817,1
1.298940750827844,2.231896668012447,1.895295992717779,2.4067818331326625,-0.2689161946978014,1.031028663605419,2.12404558144648,0.8736672959338972,0
