feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
-0.5718961810076398,-1.1676607115460862,1.9979032141269593,0.48744382663187746,0.6311378615094556,-0.3221399925146644,-1.791695448049547,-2.194486953075864,-0.4208570613968283,-0.19818287134506737,0
-2.43940148120704,-2.002680723770176,0.810641210181756,0.18919929406736213,0.5132279848919051,0.5988118295155025,-2.1531008156889433,-2.6185901705850245,-1.0196277259566262,0.6206057547993037,0
-0.5810938463941849,-0.9783255782229292,0.9113220021423839,0.8564199553232231,0.9426441557993426,-0.11767533751035542,-1.7038022038950902,-2.1635318586235903,0.15256723024093577,1.8525974684746198,0
-2.880644743216084,0.3591379319445126,-0.8209553977017395,0.7757902735362465,-3.224617555187392,-2.6636980801619425,-0.09391241718111853,4.17432897006482,0.802689180457096,0.5939487402068069,1
0.35071210656243307,-0.5681786438225104,-0.8650143502663714,3.6524655026509287,0.39771108259634547,1.9945774927573052,-0.8783187016739252,-2.800094756229883,2.116386668303316,-0.22735387948654656,0
2.132605936334104,1.4899740419140821,2.2803586709729706,-0.5161110552225789,0.018925341481777824,0.31359619697732155,-2.138482290676934,-2.7377709925825666,0.9595962379181409,1.2766038380800315,1
1.561264751229687,0.9014573909834381,-1.225988785725725,-4.01320136651332,0.38043302874207874,0.29821696468633285,-0.1876740679474651,2.7434983836824327,3.277316498033235,0.4184279304866466,1
-5.697689400453332,-3.517037953890908,-2.663383632930267,-1.6771871184081544,0.2419731507742089,-0.4436071307007968,-2.8377764630383284,1.8109501932534324,2.1900933600553842,-0.3831485787258441,1
1.3705740081601803,-1.4168696360866035,1.6039635311329823,1.5972683424379295,1.301229836441413,1.1053256567883873,-0.3726230029634333,-2.1460409938914378,0.9067782195255376,0.7736373332557416,0
-2.82518301031914,-0.492710999946125,-1.48089975373111,-1.0984878763775094,-1.5776219394495685,-1.6660091079653983,-0.7121354020915512,3.5345362240327263,1.460396938952928,0.5725132876255232,1
0.694411898524141,2.074602850639488,0.16464859042090496,-0.9504931782114243,-0.9393405518633173,0.04868478480799432,-0.2504068810926843,-0.6246531325241078,-0.9090581320748852,-0.6397888909895332,1
-4.252401885772625,-2.0759841008835824,-1.0755193052652117,-1.1475793793940825,-0.4827727212644852,-0.9016801992529617,-3.8390090164961883,0.7269708226302357,2.813341207777293,1.1218196402730196,1
1.5364040134889343,-0.37115861415175666,0.44855869015857075,0.5878537753449897,1.665478871423678,1.1219495847088878,-0.8182527989250755,-2.3122673701405603,1.2393094647448009,1.9805841184097888,0
